"RegionType","RegionName","City","State","Metro","CBSATitle","SizeRank","MarketHealthIndex","SellForGain","PrevForeclosed","ForeclosureRatio","ZHVI","MoM","YoY","ForecastYoYPctChange","StockOfREOs","NegativeEquity","Delinquency","DaysOnMarket"
"Zip","01096","Williamsburg","MA","Springfield, MA","Springfield, MA",,5.96947935368043,100,,44.5633,253300,-0.0394632991318074,5.14736405147364,0.0564429530201342,,0.0459016393442623,0,77
"Zip","01098","Worthington","MA","Springfield, MA","Springfield, MA",,4.72724761773236,100,,,248700,-0.0803535556448373,7.66233766233766,0.0453156413349416,,0.0564971751412429,0.1,77
"Zip","01104","Springfield","MA","Springfield, MA","Springfield, MA",,3.0451595083552,100,,6.6337,139000,-0.14367816091954,8.42433697347894,0.0987410071942445,,0.106410256410256,0.136546184738956,71
"Zip","01106","Longmeadow","MA","Springfield, MA","Springfield, MA",,2.27040464024306,71.43,,6.3563,345200,-0.173510699826489,4.13273001508296,0.0449826187717266,,0.0568720379146919,0.0256410256410256,77
"Zip","01107","Springfield","MA","Springfield, MA","Springfield, MA",,1.27192376743544,66.67,,,145900,-0.341530054644809,8.55654761904762,0.0811514736120631,,0.124324324324324,0.0869565217391304,71
"Zip","01108","Springfield","MA","Springfield, MA","Springfield, MA",,1.57989228007181,77.78,,5.6744,156400,-0.255102040816327,8.68658790826963,0.0818670076726342,,0.1239092495637,0.0892018779342723,81
"Zip","01109","Springfield","MA","Springfield, MA","Springfield, MA",,1.31473553376605,100,,23.0159,128100,-0.155884645362432,6.04304635761589,0.0885792349726775,,0.119945479327578,0.143939393939394,73
"Zip","01118","Springfield","MA","Springfield, MA","Springfield, MA",,2.00179533213645,100,,3.6798,172400,-0.289184499710816,6.94789081885856,0.0732134570765661,,0.0879940343027591,0.0677966101694915,62
"Zip","01119","Springfield","MA","Springfield, MA","Springfield, MA",,3.48915895594531,100,,6.5582,161300,-0.123839009287926,6.46864686468647,0.0813515189088654,,0.0983690112130479,0.119170984455959,71
"Zip","01128","Springfield","MA","Springfield, MA","Springfield, MA",,2.48032039773512,100,,6.3052,185400,-0.161550888529887,4.45070422535211,0.0771035598705501,,0.0693548387096774,0.0930232558139535,71
"Zip","01129","Springfield","MA","Springfield, MA","Springfield, MA",,2.38433917967132,100,,6.6062,173700,-0.172413793103448,4.95468277945619,0.07957973517559,,0.0725462304409673,0.137254901960784,71
"Zip","01151","Springfield","MA","Springfield, MA","Springfield, MA",,0.237536251898909,66.67,,19.1142,136600,-0.582241630276565,4.5141545524101,0.0900878477306002,,0.130645161290323,0.0987654320987654,71
"Zip","01201","Pittsfield","MA","Pittsfield, MA","Pittsfield, MA",,2.17787598398011,80.95,,5.1865,159600,0,3.03421562298257,0.0476127819548873,,0.095075016307893,0.039451114922813,81
"Zip","01220","Adams","MA","Pittsfield, MA","Pittsfield, MA",,0.378400773373843,66.67,,,136600,-0.146198830409357,2.24550898203593,0.0467935578330894,,0.115451388888889,0.0601503759398496,92
"Zip","01223","Becket","MA","Pittsfield, MA","Pittsfield, MA",,4.22041154536666,100,,,209100,0.287769784172662,2.75184275184275,0.0531850789096127,,0.0909090909090909,0.0571428571428571,92
"Zip","01225","Cheshire","MA","Pittsfield, MA","Pittsfield, MA",,2.30562077061179,100,,58.4795,200300,0,7.34190782422294,0.0303544682975536,,0.0847107438016529,0.0487804878048781,92
